"V1","V2"
"131143","3510478"
"131143","626543"
"131143","653026"
"131143","653026"
"131143","653026"
"131143","653026"
"131143","653026"
"131143","623434"
"131143","4102747"
"131143","3685584"
"131143","3457401"
"131143","3457401"
"131143","3457401"
"131143","3457401"
"131143","3457401"
"131143","635074"
"131143","635074"
"131143","3894424"
"131143","549888"
"131143","1014822"
"131143","1014822"
"131143","1014822"
"131143","362790"
"131143","362790"
"131143","3697697"
"131143","3697697"
"131143","1826796"
"131143","1826796"
"131143","1826796"
"131143","1826796"
"131143","1826796"
"131143","1826796"
"131143","1826796"
"131143","1826796"
"131143","1826796"
"131143","1826796"
"131143","1826796"
"131143","2430234"
"131143","2430234"
"131143","699121"
"131143","2704623"
"131143","1847864"
"131143","424912"
"131143","3507343"
"131143","2238582"
"131143","3221906"
"131143","3073730"
"131143","3455803"
"131143","3455803"
"131143","3581779"
"131143","3581779"
"131143","3581779"
"131143","2271172"
"131143","3465069"
"131143","713094"
"131143","713094"
"131143","3483755"
"131143","3633216"
"131143","2210029"
"131143","875133"
"131143","3469006"
"131143","3658153"
"131143","3446931"
"131143","3564819"
"131143","3526883"
"131143","3526883"
"131143","3526883"
"131143","3577724"
"131143","3756037"
"131143","3756037"
"131143","3756037"
"131143","125316"
"131143","125316"
"131143","3669304"
"131143","3686116"
"131143","1451284"
"131143","3860886"
"131143","3709879"
"131143","3865523"
"131143","3700889"
"131143","3700889"
"131143","3428914"
"131143","3428914"
"131143","3996528"
"131143","3459885"
"131143","981480"
"131143","983891"
"131143","983891"
"131143","983891"
"131143","983891"
"131143","983891"
"131143","983891"
"131143","983891"
"131143","983891"
"131143","983891"
"131143","983891"
"131143","983891"
"131143","983891"
"131143","983891"
"131143","983891"
"131143","983891"
"131143","983891"
"131143","983891"
"131143","983891"
"131143","983891"
"131143","983891"
"131143","983891"
"131143","983891"
"131143","983891"
"131143","983891"
"131143","983891"
"131143","1137619"
"131143","1137619"
"131143","1030495"
"131143","1030495"
"131143","1030495"
"131143","1030495"
"131143","1030495"
"131143","1030495"
"131143","1497185"
"131143","1497185"
"131143","1497185"
"131143","1497185"
"131143","1497185"
"131143","1497185"
"131143","1497185"
"131143","1497185"
"131143","1497185"
"131143","1497185"
"131143","1497185"
"131143","1497185"
"131143","1497185"
"131143","1497185"
"131143","1497185"
"131143","1497185"
"131143","1255699"
"131143","1480695"
"131143","1480695"
"131143","1480695"
"131143","1853318"
"131143","182703"
"131143","1824051"
"131143","1596646"
"131143","1596646"
"131143","1596646"
"131143","1671460"
"131143","1671460"
"131143","1671460"
"131143","3213022"
"131143","1636378"
"131143","3457832"
"131143","3462364"
"131143","3462364"
"131143","3455578"
"131143","3497637"
"131143","3499934"
"131143","3508361"
"131143","3456307"
"131143","3456307"
"131143","3553077"
"131143","3519558"
"131143","1841682"
"131143","3586105"
"131143","3603319"
"131143","3626950"
"131143","3629631"
"131143","3629631"
"131143","3650035"
"131143","3657027"
"131143","3653890"
"131143","3693096"
"131143","3693096"
"131143","3579009"
"131143","756598"
"131143","756598"
"131143","3720625"
"131143","3794917"
"131143","3819510"
"131143","3791864"
"131143","3704115"
"131143","3704115"
"131143","3765717"
"131143","3965504"
"131143","4098913"
"131143","4098913"
"131143","4106654"
"131143","4129220"
"131143","4115723"
"131143","4123610"
"196861","1065"
"44034","1195854"
"44034","4203328"
"44034","634"
"44034","3870637"
"44034","3588893"
"44034","1866982"
"44034","1866982"
"44034","1866982"
"44034","1866982"
"44034","1866982"
"44034","3518746"
"44034","3518746"
"44034","3518746"
"44034","3455548"
"44034","4183082"
"44034","4183082"
"44034","3473730"
"44034","3477685"
"44034","3477685"
"44034","3597835"
"44034","3597835"
"44034","3665976"
"44034","3665976"
"44034","3665976"
"44034","3665976"
"44034","3122103"
"44034","3577724"
"44034","3277425"
"44034","2697651"
"44034","2697651"
"44034","2697651"
"44034","2697651"
"44034","2697651"
"44034","3677619"
"44034","3913786"
"44034","3881302"
"44034","3881302"
"44034","3850153"
"44034","3602705"
"44034","3789407"
"44034","4050478"
"44034","3712444"
"44034","3585455"
"44034","3719687"
"44034","3719687"
"44034","3742015"
"44034","3781198"
"44034","3447829"
"44034","3447829"
"44034","3447829"
"44034","3447829"
"44034","3447829"
"44034","3836701"
"44034","3848873"
"44034","3787876"
"44034","3787876"
"44034","3787876"
"44034","3828800"
"44034","3929775"
"44034","3973575"
"44034","4078166"
"44034","4094301"
"44034","4094301"
"44034","4087311"
"44034","4087311"
"44034","4157872"
"44034","4200133"
"338884","3588893"
"338884","3576575"
"4090522","74303"
"4090522","577617"
"4090522","3445812"
"4090522","3445812"
"4090522","3445812"
"3593926","3500642"
"3593926","1461873"
"3593926","1461873"
"66957","3713327"
"66957","3713327"
"66957","235944"
"162","351221"
"162","1745492"
"162","1990237"
"162","1755968"
"162","1755968"
"3637071","3884294"
"2793016","3447471"
"2793016","3563875"
"2793016","3484166"
"2793016","164403"
"2793016","3475155"
"220833","767"
"1111677","13393"
"29555","3713327"
"3007","576229"
"3007","140357"
"3007","140357"
"3007","2380592"
"3007","289930"
"3662693","3973268"
"458918","3446931"
"458918","3954269"
"458918","876747"
"458918","876747"
"458918","876747"
"458918","250738"
"12756","882834"
"12756","133608"
"12756","3475902"
"12756","545878"
"12756","3553597"
"12756","3704254"
"12756","3704254"
